id,verb,object,detail
849,s,fatet and mallet antiviru oftware,NA
850,cure,active infection,NA
851,install,an infected system,NA
852,unique,technology,even unknown threat
853,full,scan,archive
855,full,scan,archive
856,protect,unauthorized access,a network
856,prevent,data leak,suspicious connection
856,block,package,application layer
857,advanced,spyware scanner,hidden user land rootkit process
857,detect,a suspicious injected dlls,all running process
858,detection,removal,hidden user land rootkit process
858,use,sophisticated technique,NA
859,state,art technique,the injected dll
859,inject,remote process,session boundary
859,use,advanced dll ejection method,those unique feature
859,find,spydllremover,NA
860,sophisticated,auto analysis,dll process heuristic
860,help,identification,a unknown threat
861,color,based threat representation technique,clear and easier analysis
861,base,various type,threat
862,advanced,online threat verification,suspicious element
862,use,virustotal threatexpert processlibrary google search,easier threat analysis
863,direct,interface,process
863,direct,specific operation,smart trick
863,defeat,user land rootkits,NA
864,integration,third party application,extended analysis
864,extend,suspicious process,dll
865,inteli,active process,process viewer
865,provide,flicker free smoother user experience,NA
866,search,suspicious dll,all running process
866,use,partial or full name,NA
867,customize,the entire operation,one s need
868,click,menu integration,quick action
869,advanced,report generation,offline
869,advanced,a remote investigation,third party
870,display,detailed information,all running process
870,display,loaded dlls,detailed analysis
871,start,every file,undergoes
871,open,an antivirus,the resident protection
871,block,attempt,malware
871,depend,the repair,the defective file
871,move,quarantine,NA
872,carry,check,the entire disk
873,plan,hourly cycle,course
873,accord,current need,NA
874,achieve,the highest detection rate,the world
874,stop,practically all existing virus worm,NA
875,base,the comparison,the data
875,check,a database,example
875,contain,virus,the antivirus
875,identify,a yet undefined harmful code analysis,the structure
875,identify,behaviour,the start code
875,ascertain,the code,a virus
875,contain,spyware,NA
876,depend,the setting example virus,regular interval
876,download,also new version,the software
876,offer,downloading,installation
877,protect,any attempt,unauthorized application
877,change,this way,malware ha no chance
877,put,action,detection
878,improve,detection,suspicious file
878,improve,threat,NA
879,update,several time,day
879,protect,the latest threat,NA
881,eliminate,classified threat,NA
882,neutralize,infection attempt,file operation
883,multi,engine scanner,two scan engine
883,multi,maximum accuracy,NA
884,integrated,self protection,program manipulation
884,prevent,malware,NA
885,keep,protection,date
886,manage,all type,autoruns
886,manage,your system,NA
887,control,all explorer,browser
887,control,bhos,NA
888,manage,all running process,their associated module
889,control,all service,NA
890,view,open port,the associated listening process
891,view,all dns entry,the host file
892,manage,installed layered service provider lsps,NA
893,analyze,the system configuration,our live online analysis
894,send,communicator bluetooth,wifi protection
895,advace,virus database,molecule technology
896,check,the archive,the most used archivers
896,use,zip,tar gzip
896,m,cab,NA
897,include,neutralization,message
897,include,microsoft outlook express,microsoft
898,automatic,updating,anti virus base
898,automatic,executable module,the program
899,update,new version,the necessity
900,deltapatche,repeated reduction,volume
900,download,the internet,NA
